Date,exchTo1USD
Sep-19-2019,103.65
Sep-18-2019,103.85
Sep-17-2019,103.8
Sep-16-2019,103.75
Sep-13-2019,103.7
Sep-12-2019,103.8
Sep-11-2019,103.75
Sep-10-2019,103.55
Sep-09-2019,103.75
Sep-06-2019,103.85
Sep-05-2019,103.8
Sep-04-2019,103.7
Sep-03-2019,103.8
Aug-30-2019,103.55
Aug-29-2019,103.45
Aug-28-2019,103.2
Aug-27-2019,103.35
Aug-26-2019,103.2
Aug-23-2019,103.2
Aug-22-2019,103.02
Aug-21-2019,102.85
Aug-20-2019,102.8
Aug-19-2019,103.15
Aug-16-2019,103.2
Aug-15-2019,103.2
Aug-14-2019,103.1
Aug-13-2019,103.2
Aug-12-2019,103.1
Aug-09-2019,103.1
Aug-08-2019,103.25
Aug-07-2019,103.35
Aug-06-2019,103.15
Aug-05-2019,103.1
Aug-02-2019,102.9
Aug-01-2019,103.2
Jul-31-2019,104.25
Jul-30-2019,104.1
Jul-29-2019,103.9
Jul-26-2019,103.75
Jul-25-2019,103.6
Jul-24-2019,103.9
Jul-23-2019,103.7
Jul-22-2019,103.5
Jul-19-2019,103.05
Jul-18-2019,103
Jul-17-2019,102.93
Jul-16-2019,103.05
Jul-15-2019,103
Jul-12-2019,102.9
Jul-11-2019,102.9
Jul-10-2019,102.7
Jul-09-2019,102.7
Jul-08-2019,102.55
Jul-05-2019,102.45
Jul-03-2019,102.25
Jul-02-2019,102.8
Jul-01-2019,102.5
Jun-28-2019,102.24
Jun-27-2019,102.1
Jun-26-2019,102.05
Jun-25-2019,102.05
Jun-24-2019,101.8
Jun-21-2019,101.8
Jun-20-2019,101.8
Jun-19-2019,101.9
Jun-18-2019,101.95
Jun-17-2019,101.85
Jun-14-2019,101.65
Jun-13-2019,101.4
Jun-12-2019,101.37
Jun-11-2019,101.4
Jun-10-2019,101.2
Jun-07-2019,101.1
Jun-06-2019,101.25
Jun-05-2019,101.05
Jun-04-2019,101.3
Jun-03-2019,101.27
May-31-2019,101.15
May-30-2019,101.3
May-29-2019,101.37
May-28-2019,101.15
May-24-2019,101.1
May-23-2019,101.2
May-22-2019,101.15
May-21-2019,101.05
May-20-2019,101
May-17-2019,101
May-16-2019,101.05
May-15-2019,101
May-14-2019,101
May-13-2019,101
May-10-2019,101
May-09-2019,101
May-08-2019,101
May-07-2019,100.95
May-06-2019,100.8
May-03-2019,100.95
May-02-2019,101.03
May-01-2019,101.1
Apr-30-2019,101.1
Apr-29-2019,101.25
Apr-26-2019,101.4
Apr-25-2019,101.45
Apr-24-2019,101.5
Apr-23-2019,101.45
Apr-22-2019,101.15
Apr-19-2019,101.15
Apr-18-2019,101.15
Apr-17-2019,101.15
Apr-16-2019,101
Apr-15-2019,100.9
Apr-12-2019,100.92
Apr-11-2019,100.85
Apr-10-2019,100.9
Apr-09-2019,100.8
Apr-08-2019,100.55
Apr-05-2019,100.6
Apr-04-2019,100.55
Apr-03-2019,100.65
Apr-02-2019,100.8
Apr-01-2019,100.7
Mar-29-2019,100.65
Mar-28-2019,100.6
Mar-27-2019,100.75
Mar-26-2019,100.85
Mar-25-2019,100.85
Mar-22-2019,100.5
Mar-21-2019,100.75
Mar-20-2019,100.9
Mar-19-2019,100.75
Mar-18-2019,100.55
Mar-15-2019,100.15
Mar-14-2019,100.07
Mar-13-2019,100.15
Mar-12-2019,100.05
Mar-11-2019,99.45
Mar-08-2019,99.55
Mar-07-2019,99.65
Mar-06-2019,99.9
Mar-05-2019,99.97
Mar-04-2019,99.96
Mar-01-2019,99.9
Feb-28-2019,99.95
Feb-27-2019,99.95
Feb-26-2019,100.02
Feb-25-2019,100
Feb-22-2019,100.05
Feb-21-2019,100.1
Feb-20-2019,100.13
Feb-19-2019,100.22
Feb-15-2019,100.05
Feb-14-2019,100.2
Feb-13-2019,100.15
Feb-12-2019,100.2
Feb-11-2019,100.45
Feb-08-2019,100.25
Feb-07-2019,100
Feb-06-2019,100
Feb-05-2019,100
Feb-04-2019,100
Feb-01-2019,100.3
Jan-31-2019,100.55
Jan-30-2019,100.9
Jan-29-2019,100.69
Jan-28-2019,100.6
Jan-25-2019,100.65
Jan-24-2019,100.9
Jan-23-2019,101.25
Jan-22-2019,101.5
Jan-18-2019,101.67
Jan-17-2019,101.7
Jan-16-2019,101.65
Jan-15-2019,101.6
Jan-14-2019,101.65
Jan-11-2019,101.65
Jan-10-2019,101.68
Jan-09-2019,101.8
Jan-08-2019,101.85
Jan-07-2019,101.8
Jan-04-2019,101.95
Jan-03-2019,102.15
Jan-02-2019,102.05
Dec-31-2018,101.8
Dec-28-2018,101.7
Dec-27-2018,101.75
Dec-26-2018,101.7
Dec-21-2018,101.8
Dec-20-2018,101.4
Dec-19-2018,101.75
Dec-18-2018,102.3
Dec-17-2018,102.35
Dec-14-2018,102.4
Dec-13-2018,102.5
Dec-12-2018,102.35
Dec-11-2018,102.63
Dec-10-2018,102.4
Dec-07-2018,102.3
Dec-06-2018,102.5
Dec-04-2018,102.55
Dec-03-2018,102.6
Nov-30-2018,102.4
Nov-29-2018,102.4
Nov-28-2018,102.5
Nov-27-2018,102.6
Nov-26-2018,102.35
Nov-23-2018,102.4
Nov-21-2018,102.3
Nov-20-2018,102.8
Nov-19-2018,102.7
Nov-16-2018,103
Nov-15-2018,103.15
Nov-14-2018,102.85
Nov-13-2018,102.75
Nov-09-2018,102.05
Nov-08-2018,101.8
Nov-07-2018,101.75
Nov-06-2018,101.75
Nov-05-2018,101.5
Nov-02-2018,101.3
Nov-01-2018,101.6
Oct-31-2018,101.9
Oct-30-2018,101.75
Oct-29-2018,101.7
Oct-26-2018,101.25
Oct-25-2018,101.15
Oct-24-2018,101.1
Oct-23-2018,101.11
Oct-22-2018,101.05
Oct-19-2018,100.95
Oct-18-2018,100.7
Oct-17-2018,100.9
Oct-16-2018,100.7
Oct-15-2018,100.85
Oct-12-2018,100.85
Oct-11-2018,100.75
Oct-10-2018,100.95
Oct-09-2018,100.75
Oct-05-2018,100.75
Oct-04-2018,100.6
Oct-03-2018,100.9
Oct-02-2018,100.9
Oct-01-2018,100.85
Sep-28-2018,100.8
Sep-27-2018,100.8
Sep-26-2018,100.8
Sep-25-2018,100.95
Sep-24-2018,100.85
Sep-21-2018,100.75
Sep-20-2018,100.7
Sep-19-2018,100.65
Sep-18-2018,100.7
Sep-17-2018,100.75
Sep-12-2018,100.8
Sep-10-2018,100.6
Sep-07-2018,100.6
Sep-06-2018,100.65
Sep-05-2018,100.64
Sep-04-2018,100.65
Aug-31-2018,100.5
Aug-30-2018,100.55
Aug-29-2018,100.62
Aug-28-2018,100.6
Aug-27-2018,100.8
Aug-24-2018,100.7
Aug-23-2018,100.5
Aug-22-2018,100.61
Aug-21-2018,100.9
Aug-20-2018,100.75
Aug-17-2018,100.75
Aug-16-2018,100.65
Aug-15-2018,100.7
Aug-14-2018,100.65
Aug-13-2018,100.7
Aug-10-2018,100.45
Aug-09-2018,100.25
Aug-08-2018,100.35
Aug-07-2018,100.25
Aug-06-2018,100.4
Aug-03-2018,100.3
Aug-02-2018,100.25
Aug-01-2018,100.35
Jul-31-2018,100.4
Jul-30-2018,100.4
Jul-27-2018,100.35
Jul-26-2018,100.4
Jul-25-2018,100.4
Jul-24-2018,100.4
Jul-23-2018,100.4
Jul-20-2018,100.65
Jul-19-2018,100.6
Jul-18-2018,100.5
Jul-17-2018,100.55
Jul-16-2018,100.25
Jul-13-2018,100.55
Jul-12-2018,100.8
Jul-11-2018,100.8
Jul-10-2018,100.8
Jul-09-2018,100.75
Jul-06-2018,100.75
Jul-05-2018,100.65
Jul-03-2018,100.75
Jul-02-2018,100.75
Jun-29-2018,100.8
Jun-28-2018,101
Jun-27-2018,101
Jun-26-2018,100.8
Jun-25-2018,100.7
Jun-22-2018,100.63
Jun-21-2018,100.75
Jun-20-2018,100.75
Jun-19-2018,101
Jun-18-2018,101.05
Jun-15-2018,101.1
Jun-14-2018,100.95
Jun-13-2018,101.1
Jun-12-2018,101.05
Jun-11-2018,101
Jun-08-2018,100.85
Jun-07-2018,100.7
Jun-06-2018,100.85
Jun-05-2018,100.8
Jun-04-2018,100.95
Jun-01-2018,101.45
May-31-2018,101.35
May-30-2018,101.4
May-29-2018,101.4
May-25-2018,101.1
May-24-2018,101
May-23-2018,100.9
May-22-2018,100.7
May-21-2018,100.55
May-18-2018,100.4
May-17-2018,100.3
May-16-2018,100.3
May-15-2018,100.25
May-14-2018,100.05
May-11-2018,100.45
May-10-2018,100.45
May-09-2018,100.6
May-08-2018,100.35
May-07-2018,100.2
May-04-2018,100.15
May-03-2018,100.03
May-02-2018,100.1
May-01-2018,100.5
Apr-30-2018,100.25
Apr-27-2018,100.3
Apr-26-2018,100.3
Apr-25-2018,100.05
Apr-24-2018,99.9
Apr-23-2018,99.85
Apr-20-2018,99.95
Apr-19-2018,100.15
Apr-18-2018,100.35
Apr-17-2018,100.35
Apr-16-2018,100.55
Apr-13-2018,100.7
Apr-12-2018,100.8
Apr-11-2018,100.9
Apr-10-2018,101
Apr-09-2018,100.85
Apr-06-2018,100.85
Apr-05-2018,100.9
Apr-04-2018,100.95
Apr-03-2018,101
Apr-02-2018,100.65
Mar-30-2018,100.65
Mar-29-2018,100.8
Mar-28-2018,100.7
Mar-27-2018,100.7
Mar-26-2018,100.8
Mar-23-2018,100.85
Mar-22-2018,100.8
Mar-21-2018,101.05
Mar-20-2018,101.1
Mar-19-2018,101.15
Mar-16-2018,101.1
Mar-15-2018,101.2
Mar-14-2018,101.2
Mar-13-2018,101.2
Mar-12-2018,101.1
Mar-09-2018,101
Mar-08-2018,101
Mar-07-2018,101.25
Mar-06-2018,101.15
Mar-05-2018,101.2
Mar-02-2018,101.2
Mar-01-2018,101.15
Feb-28-2018,101.3
Feb-27-2018,101.5
Feb-26-2018,101.65
Feb-23-2018,101.7
Feb-22-2018,101.7
Feb-21-2018,101.45
Feb-20-2018,101.2
Feb-16-2018,101.2
Feb-15-2018,101.2
Feb-14-2018,101.15
Feb-13-2018,101.1
Feb-12-2018,100.9
Feb-09-2018,100.7
Feb-08-2018,100.65
Feb-07-2018,100.85
Feb-06-2018,101.2
Feb-05-2018,101.25
Feb-02-2018,101.6
Feb-01-2018,101.8
Jan-31-2018,102
Jan-30-2018,102.25
Jan-29-2018,102.3
Jan-26-2018,102.25
Jan-25-2018,102.3
Jan-24-2018,102.2
Jan-23-2018,102.45
Jan-22-2018,102.7
Jan-19-2018,102.75
Jan-18-2018,102.8
Jan-17-2018,102.8
Jan-16-2018,102.9
Jan-12-2018,102.95
Jan-11-2018,103
Jan-10-2018,103
Jan-09-2018,103.1
Jan-08-2018,103.1
Jan-02-2018,103.3
Dec-29-2017,103.2
Dec-28-2017,103.17
Dec-27-2017,103.1
Dec-26-2017,102.9
Dec-22-2017,102.95
Dec-21-2017,102.95
Dec-20-2017,102.95
Dec-19-2017,103.05
Dec-18-2017,103.03
Dec-15-2017,103.1
Dec-14-2017,103.1
Dec-13-2017,103.15
Dec-12-2017,103
Dec-11-2017,103
Dec-08-2017,103.05
Dec-07-2017,102.9
Dec-06-2017,102.75
Dec-05-2017,102.9
Dec-04-2017,102.95
Dec-01-2017,102.95
Nov-30-2017,103
Nov-29-2017,103.15
Nov-28-2017,103.25
Nov-27-2017,103.25
Nov-24-2017,103.25
Nov-22-2017,103.3
Nov-21-2017,103.25
Nov-20-2017,103.45
Nov-17-2017,103.7
Nov-16-2017,103.6
Nov-15-2017,103.65
Nov-14-2017,103.65
Nov-13-2017,103.55
Nov-09-2017,103.5
Nov-08-2017,103.5
Nov-07-2017,103.55
Nov-06-2017,103.5
Nov-03-2017,103.55
Nov-02-2017,103.65
Nov-01-2017,103.7
Oct-31-2017,103.7
Oct-30-2017,103.7
Oct-27-2017,103.6
Oct-26-2017,103.8
Oct-25-2017,103.8
Oct-24-2017,103.77
Oct-23-2017,103.63
Oct-20-2017,103.2
Oct-19-2017,103.45
Oct-18-2017,103.3
Oct-17-2017,103.2
Oct-16-2017,103.23
Oct-13-2017,103.1
Oct-12-2017,103.15
Oct-11-2017,103.23
Oct-10-2017,103.15
Oct-06-2017,103.15
Oct-05-2017,103.05
Oct-04-2017,103.25
Oct-03-2017,103.2
Oct-02-2017,103.1
Sep-29-2017,103.15
Sep-28-2017,103.15
Sep-27-2017,103.25
Sep-26-2017,103.25
Sep-25-2017,103
Sep-22-2017,103.15
Sep-21-2017,103.15
Sep-20-2017,103.2
Sep-19-2017,103.18
Sep-18-2017,103.05
Sep-15-2017,102.8
Sep-14-2017,102.75
Sep-13-2017,102.8
Sep-08-2017,102.85
Sep-07-2017,103.15
Sep-06-2017,103.17
Sep-05-2017,103.15
Sep-01-2017,103
Aug-31-2017,102.9
Aug-30-2017,103.1
Aug-29-2017,103.13
Aug-28-2017,103.05
Aug-25-2017,103.05
Aug-24-2017,103.15
Aug-23-2017,103.15
Aug-22-2017,103.1
Aug-21-2017,103
Aug-18-2017,103.15
Aug-17-2017,103.3
Aug-16-2017,103.6
Aug-15-2017,103.62
Aug-14-2017,103.7
Aug-11-2017,103.75
Aug-10-2017,103.8
Aug-09-2017,103.8
Aug-08-2017,103.75
Aug-07-2017,103.87
Aug-04-2017,103.7
Aug-03-2017,103.85
Aug-02-2017,103.75
Aug-01-2017,103.85
Jul-31-2017,103.85
Jul-28-2017,103.85
Jul-27-2017,103.8
Jul-26-2017,103.8
Jul-25-2017,103.83
Jul-24-2017,103.75
Jul-21-2017,103.8
Jul-20-2017,103.71
Jul-19-2017,103.9
Jul-18-2017,103.8
Jul-17-2017,103.85
Jul-14-2017,103.75
Jul-13-2017,103.8
Jul-12-2017,103.75
Jul-11-2017,103.95
Jul-10-2017,103.9
Jul-07-2017,103.65
Jul-06-2017,103.7
Jul-05-2017,103.65
Jul-03-2017,103.7
Jun-30-2017,103.55
Jun-29-2017,103.6
Jun-28-2017,103.65
Jun-27-2017,103.6
Jun-26-2017,103.55
Jun-23-2017,103.5
Jun-22-2017,103.52
Jun-21-2017,103.5
Jun-20-2017,103.55
Jun-19-2017,103.55
Jun-16-2017,103.55
Jun-15-2017,103.45
Jun-14-2017,103.3
Jun-13-2017,103.3
Jun-12-2017,103.3
Jun-09-2017,103.3
Jun-08-2017,103.35
Jun-07-2017,103.25
Jun-06-2017,103.25
Jun-05-2017,103.25
Jun-02-2017,103.27
Jun-01-2017,103.3
May-31-2017,103.25
May-30-2017,103.3
May-26-2017,103.3
May-25-2017,103.25
May-24-2017,103.2
May-23-2017,103.22
May-22-2017,103.1
May-19-2017,103.35
May-18-2017,103.2
May-17-2017,103.2
May-16-2017,103.3
May-15-2017,103.15
May-12-2017,103.2
May-11-2017,103.3
May-10-2017,103.25
May-09-2017,103.15
May-08-2017,103.15
May-05-2017,103
May-04-2017,103.1
May-03-2017,103
May-02-2017,102.97
May-01-2017,103.2
Apr-28-2017,103
Apr-27-2017,103.1
Apr-26-2017,103.14
Apr-25-2017,103.2
Apr-24-2017,103.2
Apr-21-2017,103.2
Apr-20-2017,103.3
Apr-19-2017,103.3
Apr-18-2017,103.35
Apr-17-2017,103.3
Apr-14-2017,103.3
Apr-13-2017,103.3
Apr-12-2017,103.3
Apr-11-2017,103.31
Apr-10-2017,103.35
Apr-07-2017,103.25
Apr-06-2017,103.2
Apr-05-2017,103.15
Apr-04-2017,103.1
Apr-03-2017,103.1
Mar-31-2017,102.95
Mar-30-2017,102.9
Mar-29-2017,102.95
Mar-28-2017,102.75
Mar-27-2017,102.8
Mar-24-2017,102.8
Mar-23-2017,102.75
Mar-22-2017,102.9
Mar-21-2017,103.01
Mar-20-2017,103
Mar-17-2017,103.05
Mar-16-2017,102.95
Mar-15-2017,102.8
Mar-14-2017,102.6
Mar-13-2017,102.55
Mar-10-2017,102.51
Mar-09-2017,102.5
Mar-08-2017,102.42
Mar-07-2017,102.5
Mar-06-2017,102.55
Mar-03-2017,102.55
Mar-02-2017,102.8
Mar-01-2017,102.69
Feb-28-2017,102.8
Feb-27-2017,103.25
Feb-24-2017,103.3
Feb-23-2017,103.45
Feb-22-2017,103.45
Feb-21-2017,103.5
Feb-17-2017,103.45
Feb-16-2017,103.55
Feb-15-2017,103.55
Feb-14-2017,103.55
Feb-13-2017,103.6
Feb-10-2017,103.45
Feb-09-2017,103.4
Feb-08-2017,103.6
Feb-07-2017,103.54
Feb-06-2017,103.7
Feb-03-2017,103.65
Feb-02-2017,103.65
Feb-01-2017,103.7
Jan-31-2017,103.75
Jan-30-2017,103.9
Jan-27-2017,103.85
Jan-26-2017,103.95
Jan-25-2017,103.85
Jan-24-2017,103.95
Jan-23-2017,103.85
Jan-20-2017,103.8
Jan-19-2017,103.7
Jan-18-2017,103.85
Jan-17-2017,103.85
Jan-13-2017,103.85
Jan-12-2017,103.85
Jan-11-2017,103.7
Jan-10-2017,103.7
Jan-09-2017,103.75
Jan-06-2017,103.6
Jan-05-2017,103.65
Jan-04-2017,103.35
Jan-03-2017,102.75
Dec-30-2016,102.45
Dec-29-2016,102.4
Dec-28-2016,102.3
Dec-27-2016,102.3
Dec-23-2016,102.2
Dec-22-2016,102.3
Dec-21-2016,102.25
Dec-20-2016,102.25
Dec-19-2016,102.2
Dec-16-2016,102.05
Dec-15-2016,102.15
Dec-14-2016,102.1
Dec-13-2016,102.05
Dec-12-2016,101.9
Dec-09-2016,101.9
Dec-08-2016,101.95
Dec-07-2016,101.92
Dec-06-2016,101.85
Dec-05-2016,101.85
Dec-02-2016,101.8
Dec-01-2016,101.75
Nov-30-2016,101.75
Nov-29-2016,101.74
Nov-28-2016,101.8
Nov-25-2016,101.85
Nov-23-2016,101.78
Nov-22-2016,101.9
Nov-21-2016,101.8
Nov-18-2016,101.83
Nov-17-2016,101.75
Nov-16-2016,101.75
Nov-15-2016,101.65
Nov-14-2016,101.65
Nov-10-2016,101.68
Nov-09-2016,101.65
Nov-08-2016,101.7
Nov-07-2016,101.55
Nov-04-2016,101.7
Nov-03-2016,101.45
Nov-02-2016,101.5
Nov-01-2016,101.45
Oct-31-2016,101.35
Oct-28-2016,101.38
Oct-27-2016,101.35
Oct-26-2016,101.3
Oct-25-2016,101.35
Oct-24-2016,101.3
Oct-21-2016,101.3
Oct-20-2016,101.3
Oct-19-2016,101.3
Oct-18-2016,101.22
Oct-17-2016,101.3
Oct-14-2016,101.3
Oct-13-2016,101.25
Oct-12-2016,101.2
Oct-11-2016,101.2
Oct-04-2016,101.12
Oct-03-2016,101.15
Sep-30-2016,101.1
Sep-29-2016,101.2
Sep-28-2016,101.3
Sep-27-2016,101.2
Sep-26-2016,101.15
Sep-23-2016,101.05
Sep-22-2016,101.15
Sep-21-2016,101.2
Sep-20-2016,101.15
Sep-19-2016,101.2
Sep-16-2016,101.2
Sep-15-2016,101.2
Sep-14-2016,101.15
Sep-13-2016,101.1
Sep-12-2016,101.2
Sep-09-2016,101.05
Sep-08-2016,101.25
Sep-07-2016,101.2
Sep-06-2016,101.25
Sep-01-2016,101.25
Aug-31-2016,101.2
Aug-30-2016,101.3
Aug-29-2016,101.28
Aug-26-2016,101.3
Aug-25-2016,101.3
Aug-24-2016,101.25
Aug-23-2016,101.25
Aug-22-2016,101.28
Aug-19-2016,101.3
Aug-18-2016,101.3
Aug-17-2016,101.36
Aug-16-2016,101.4
Aug-15-2016,101.4
Aug-12-2016,101.35
Aug-11-2016,101.4
Aug-10-2016,101.4
Aug-09-2016,101.35
Aug-08-2016,101.33
Aug-05-2016,101.3
Aug-04-2016,101.3
Aug-03-2016,101.25
Aug-02-2016,101.3
Aug-01-2016,101.35
Jul-29-2016,101.35
Jul-28-2016,101.35
Jul-27-2016,101.3
Jul-26-2016,101.25
Jul-25-2016,101.3
Jul-22-2016,101.25
Jul-21-2016,101.5
Jul-20-2016,101.5
Jul-19-2016,101.45
Jul-18-2016,101.4
Jul-15-2016,101.27
Jul-14-2016,101.3
Jul-13-2016,101.2
Jul-12-2016,101.25
Jul-11-2016,101.2
Jul-08-2016,101.1
Jul-07-2016,101.1
Jul-06-2016,101.05
Jul-05-2016,101.05
Jul-01-2016,101
Jun-30-2016,100.97
Jun-29-2016,101
Jun-28-2016,101.1
Jun-27-2016,101.15
Jun-24-2016,101.1
Jun-23-2016,101.2
Jun-22-2016,101.05
Jun-21-2016,101.1
Jun-20-2016,101.2
Jun-17-2016,101.2
Jun-16-2016,101.2
Jun-15-2016,101.2
Jun-14-2016,101
Jun-13-2016,101.05
Jun-10-2016,101.1
Jun-09-2016,101.05
Jun-08-2016,100.95
Jun-07-2016,101.05
Jun-06-2016,101
Jun-03-2016,100.95
Jun-02-2016,100.6
Jun-01-2016,100.7
May-31-2016,100.75
May-27-2016,100.5
May-26-2016,100.55
May-25-2016,100.6
May-24-2016,100.8
May-23-2016,100.85
May-20-2016,100.75
May-19-2016,100.65
May-18-2016,100.9
May-17-2016,100.75
May-16-2016,100.5
May-13-2016,100.55
May-12-2016,100.47
May-11-2016,100.56
May-10-2016,100.6
May-09-2016,100.6
May-06-2016,100.3
May-05-2016,100.5
May-04-2016,100.6
May-03-2016,100.75
May-02-2016,100.9
Apr-29-2016,101
Apr-28-2016,101.1
Apr-27-2016,101.05
Apr-26-2016,101.1
Apr-25-2016,101.1
Apr-22-2016,101.17
Apr-21-2016,101.05
Apr-20-2016,101
Apr-19-2016,101.1
Apr-18-2016,101.1
Apr-15-2016,101.07
Apr-14-2016,101.1
Apr-13-2016,101
Apr-12-2016,101
Apr-11-2016,101
Apr-08-2016,101.05
Apr-07-2016,101.25
Apr-06-2016,101.19
Apr-05-2016,101.25
Apr-04-2016,101.4
Apr-01-2016,101.35
Mar-31-2016,101.4
Mar-30-2016,101.25
Mar-29-2016,101.45
Mar-28-2016,101.4
Mar-25-2016,101.45
Mar-24-2016,101.45
Mar-23-2016,101.45
Mar-22-2016,101.45
Mar-21-2016,101.4
Mar-18-2016,101.3
Mar-17-2016,101.4
Mar-16-2016,101.35
Mar-15-2016,101.4
Mar-14-2016,101.41
Mar-11-2016,101.3
Mar-10-2016,101.25
Mar-09-2016,101.5
Mar-08-2016,101.5
Mar-07-2016,101.35
Mar-04-2016,101.3
Mar-03-2016,101.25
Mar-02-2016,101.25
Mar-01-2016,101.45
Feb-29-2016,101.54
Feb-26-2016,101.6
Feb-25-2016,101.7
Feb-24-2016,101.65
Feb-23-2016,101.7
Feb-22-2016,101.7
Feb-19-2016,101.65
Feb-18-2016,101.65
Feb-17-2016,101.75
Feb-16-2016,101.65
Feb-12-2016,101.65
Feb-11-2016,101.7
Feb-10-2016,101.7
Feb-09-2016,101.9
Feb-08-2016,101.85
Feb-05-2016,101.95
Feb-04-2016,102.05
Feb-03-2016,102.15
Feb-02-2016,102.1
Feb-01-2016,102.25
Jan-29-2016,102.2
Jan-28-2016,102.2
Jan-27-2016,102.1
Jan-26-2016,102.2
Jan-25-2016,102.3
Jan-22-2016,102.25
Jan-21-2016,102.25
Jan-20-2016,102.3
Jan-19-2016,102.3
Jan-15-2016,102.3
Jan-14-2016,102.3
Jan-13-2016,102.3
Jan-12-2016,102.35
Jan-11-2016,102.25
Jan-08-2016,102.25
Jan-07-2016,102.05
Jan-06-2016,102.15
Jan-05-2016,102.15
Jan-04-2016,102.25
Dec-31-2015,102.2
Dec-30-2015,102.2
Dec-29-2015,102.2
Dec-28-2015,102.2
Dec-24-2015,102.2
Dec-23-2015,102.3
Dec-22-2015,102.2
Dec-21-2015,102.15
Dec-18-2015,102.25
Dec-17-2015,102.3
Dec-16-2015,102.3
Dec-15-2015,102.15
Dec-14-2015,102.05
Dec-11-2015,102.05
Dec-10-2015,101.65
Dec-09-2015,101.85
Dec-08-2015,101.85
Dec-07-2015,102
Dec-04-2015,102.1
Dec-03-2015,102.1
Dec-02-2015,102.15
Dec-01-2015,102.1
Nov-30-2015,102.05
Nov-27-2015,102.05
Nov-25-2015,102
Nov-24-2015,102.1
Nov-23-2015,102.15
Nov-20-2015,102
Nov-19-2015,102.15
Nov-18-2015,102.1
Nov-17-2015,102.15
Nov-16-2015,102.15
Nov-13-2015,102.25
Nov-12-2015,102.2
Nov-10-2015,102.25
Nov-09-2015,102.15
Nov-06-2015,102.15
Nov-05-2015,102.1
Nov-04-2015,101.85
Nov-03-2015,101.9
Nov-02-2015,101.95
Oct-30-2015,101.9
Oct-29-2015,101.75
Oct-28-2015,101.45
Oct-27-2015,101.45
Oct-26-2015,101.6
Oct-23-2015,102.05
Oct-22-2015,101.95
Oct-21-2015,102
Oct-20-2015,101.95
Oct-19-2015,102
Oct-16-2015,102.55
Oct-15-2015,102.95
Oct-14-2015,103.15
Oct-13-2015,103.1
Oct-09-2015,102.95
Oct-08-2015,102.85
Oct-07-2015,103.25
Oct-06-2015,103.1
Oct-02-2015,104
Oct-01-2015,104.3
Sep-30-2015,104.75
Sep-29-2015,105.5
Sep-28-2015,105.05
Sep-25-2015,105.15
Sep-24-2015,105.4
Sep-23-2015,105.45
Sep-22-2015,105.47
Sep-21-2015,105.25
Sep-18-2015,105
Sep-17-2015,105.7
Sep-16-2015,105.65
Sep-15-2015,105.65
Sep-14-2015,105.4
Sep-11-2015,105.15
Sep-10-2015,105.4
Sep-09-2015,105.1
Sep-08-2015,105.3
Sep-04-2015,105.35
Sep-03-2015,104.8
Sep-02-2015,104.55
Sep-01-2015,104.15
Aug-31-2015,103.9
Aug-28-2015,103.7
Aug-27-2015,103.6
Aug-26-2015,103.7
Aug-25-2015,103.7
Aug-24-2015,103.55
Aug-21-2015,103.1
Aug-20-2015,103.4
Aug-19-2015,103.2
Aug-18-2015,102.9
Aug-17-2015,102.55
Aug-14-2015,102.25
Aug-13-2015,101.7
Aug-12-2015,100.9
Aug-11-2015,100.8
Aug-10-2015,101.05
Aug-07-2015,101.05
Aug-06-2015,101.15
Aug-05-2015,100.9
Aug-04-2015,101
Aug-03-2015,101.25
Jul-31-2015,102.45
Jul-30-2015,101.95
Jul-29-2015,101.6
Jul-28-2015,102.4
Jul-27-2015,101.2
Jul-24-2015,101.15
Jul-23-2015,100.65
Jul-22-2015,100.75
Jul-21-2015,101.6
Jul-20-2015,102.4
Jul-17-2015,102.7
Jul-16-2015,102.4
Jul-15-2015,101.7
Jul-14-2015,101.6
Jul-13-2015,103.4
Jul-10-2015,101.35
Jul-09-2015,100.7
Jul-08-2015,100.15
Jul-07-2015,100.55
Jul-06-2015,99.8
Jul-02-2015,99.34
Jul-01-2015,99.15
Jun-30-2015,99.05
Jun-29-2015,98.55
Jun-26-2015,98.54
Jun-25-2015,98.35
Jun-24-2015,98.85
Jun-23-2015,98.65
Jun-22-2015,98.65
Jun-19-2015,98.45
Jun-18-2015,97.95
Jun-17-2015,97.8
Jun-16-2015,97.45
Jun-15-2015,97.25
Jun-12-2015,97.15
Jun-11-2015,97.2
Jun-10-2015,96.85
Jun-09-2015,97.35
Jun-08-2015,97.5
Jun-05-2015,96.35
Jun-04-2015,96.15
Jun-03-2015,96.75
Jun-02-2015,97
Jun-01-2015,97.6
May-29-2015,97.95
May-28-2015,98.65
May-27-2015,98.35
May-26-2015,98.1
May-22-2015,97.25
May-21-2015,96.95
May-20-2015,96.8
May-19-2015,96.5
May-18-2015,96.2
May-15-2015,95.8
May-14-2015,96.05
May-13-2015,96.45
May-12-2015,96.5
May-11-2015,95.8
May-08-2015,95.3
May-07-2015,95.2
May-06-2015,94.9
May-05-2015,94.81
May-04-2015,94.75
May-01-2015,94.65
Apr-30-2015,94.65
Apr-29-2015,94.35
Apr-28-2015,94.25
Apr-27-2015,94.45
Apr-24-2015,94.1
Apr-23-2015,93.9
Apr-22-2015,93.7
Apr-21-2015,93.55
Apr-20-2015,93.65
Apr-17-2015,93.35
Apr-16-2015,93.2
Apr-15-2015,93.45
Apr-14-2015,93.45
Apr-13-2015,93.15
